"","X.1","X","ID","DataType","ORIGINAL_TraitID","ORIGINAL_TraitDefinition","TraitValue","TraitUnit","N_TraitValue","ConTaxa","ResTaxa","ConTaxaStage","ResTaxaStage","Con_ForagingMovement","Con_RESDetectionDimensionality","Res_ForagingMovement","Res_CONDetectionDimensionality","CON_MASS_value","RES_MASS_value","ResArenaSize_SI_UNIT","ResDensity_SI_VALUE","ResDensityUnit","ResDensity","ResArenaSize_SI_VALUE","ConTemp","ResTemp","ResReplaceRate","ResReplaceUnit","ResReplace","TraitSIValue","TraitSIUnit","N_TraitID","N_TraitConversion","N_CONVERTED","N_TraitUnit","Original_ErrorValue","Original_ErrorValueUnit","Replicates","ConTaxon","ConStage","ConCommon","Con_MovementDimensionality","Con_Thermy","Res_MovementDimensionality","ResTaxon","ResStage","ResCommon","Res_Thermy","Habitat","LabField","ObservationtimeSI","ObservationtimeSIUnits","ConStarvationTimeSI","ConStarvationTimeSIUnits","ConArenaSiz_VALUE","ConArenaSize_UNIT","ConDensity","ConDensityUnit","ConDensity_SI_VALUE","ConDensityConst","ConSizType","CON_ORIGINAL_value","CON_ORIGINAL_unit","Con_Siz_reference","ResSizType","RES_ORIGINAL_value","RES_ORIGINAL_unit","Res_Siz_reference","Citation","FigureTable","a0","h0","a0_gen","h0_gen","q0_gen","HollingI_AIC","HollingII_AIC","HollingIII_AIC","Poly2_AIC","Poly3_AIC","N","FailHolI","FailHolII","FailHolIII","FailPol2","FailPol3","aI","aII","hII","aIII","hIII","qIII","hIIp","hIIIp","aIp","aIIp","aIIIp","qIIIp","a0_I","a0_II","h0_II","a0_III","h0_III","q0_III","qse","BestAIC","BestAICHolRECAL","BestAICHol","qcil","qciu","qIIIci","best.model.type","BestAIC_sec","BestAICRECAL","best.model.type.recal","CUTCONTEMP","CUTRESTEMP"
"11",230,229,39845,"new","Resource Consumption Rate","The number of resource consumed per number of consumers per time",0.1897,"individual / (individual * second)",0.1897,"Salvelinus alpinus (Linnaeus 1758)","Daphnia longispina (O.F. Mller 1776)","Salvelinus alpinus (Linnaeus 1758) [juvenile]","Daphnia longispina (O.F. Mller 1776)","active","sphere","active","sphere",0.078,7.01e-08,"cubic meter",250,"Individuals per arena",0.2521,0.001,12,12,NA,"","No",NA,NA,NA,NA,NA,NA,NA,"",1,"Salvelinus alpinus (L.)","Juvenile","Arctic charr","3D","ectotherm","3D","Daphnia longispina","Adult","Long-spined Daphnia","ectotherm","Freshwater","Laboratory",NA,"",NA,"",0.001,"cubic meter",1,"Individuals per arena","0","Yes","wet mass","78","grams","original","length",1.8,"millimeter","original","[110] Jansen P.A. A.G. Finstad and A. Langeland Size-scaling of zooplankton foraging in Arctic charr. Journal of Fish Biology 2003. 62(4): p. 860-870.","Fig 1",NA,NA,NA,NA,NA,-9.36060917398886,-14.4449927072188,-12.5577150399814,-11.7422496350324,-9.9844225660767,24,NA,NA,NA,NA,NA,0.106716183702613,0.76479033342872,0.98843105587047,0.695507167492271,0.868572296693017,-0.15979146243981,4.15052416367471e-07,0.0752673706972096,2.88786061907459e-05,0.00139917326608289,0.0257899214463736,0.744950780467845,0.106716183702613,13.6850247868776,1.71254598832033,12.3563404276294,0.0363848942234486,-0.169216233305633,0.484771734079638,"HollingII_AIC","HollingII_AIC","HollingII_AIC",-1.12933493059909,0.809752005719466,0,"Mechanistic","HollingIII_AIC","HollingII_AIC","Mechanistic","(0,15]","(0,15]"
"12",254,253,39846,"new","Resource Consumption Rate","The number of resource consumed per number of consumers per time",0.1648,"individual / (individual * second)",0.1648,"Salvelinus alpinus (Linnaeus 1758)","Daphnia longispina (O.F. Mller 1776)","Salvelinus alpinus (Linnaeus 1758) [juvenile]","Daphnia longispina (O.F. Mller 1776)","active","sphere","active","sphere",0.00075,1.98e-08,"cubic meter",250,"Individuals per arena",0.2405,0.001,12,12,NA,"","No",NA,NA,NA,NA,NA,NA,NA,"",1,"Salvelinus alpinus (L.)","Juvenile","Arctic charr","3D","ectotherm","3D","Daphnia longispina","Adult","Long-spined Daphnia","ectotherm","Freshwater","Laboratory",NA,"",NA,"",0.001,"cubic meter",1,"Individuals per arena","0","Yes","wet mass","0.75","grams","original","length",1.1,"millimeter","original","[110] Jansen P.A. A.G. Finstad and A. Langeland Size-scaling of zooplankton foraging in Arctic charr. Journal of Fish Biology 2003. 62(4): p. 860-870.","Fig 1",NA,NA,NA,NA,NA,-13.3036881536194,-10.4551408740618,-10.3209704969855,-11.4937749255651,-9.51065329139076,23,NA,NA,NA,NA,NA,0.113181123721929,0.422854734665411,1.18431058941329,0.281324063583705,0,-0.479644543811537,0.00940955293098177,1,0.000370192775472131,0.0227159900702285,0.412542414417676,0.537297335852683,0.113181123721929,0.272037241283148,2.3568418361259,0.658111094638843,0.0637699675131209,1.54781685583293,0.764121001480323,"HollingI_AIC","HollingI_AIC","HollingI_AIC",-2.00788654677218,1.04859745914911,0,"Mechanistic","Poly2_AIC","HollingI_AIC","Mechanistic","(0,15]","(0,15]"
"13",277,276,39847,"new","Resource Consumption Rate","The number of resource consumed per number of consumers per time",0.1932,"individual / (individual * second)",0.1932,"Salvelinus alpinus (Linnaeus 1758)","Daphnia longispina (O.F. Mller 1776)","Salvelinus alpinus (Linnaeus 1758) [juvenile]","Daphnia longispina (O.F. Mller 1776)","active","sphere","active","sphere",0.0018,1.98e-08,"cubic meter",250,"Individuals per arena",0.2477,0.001,12,12,NA,"","No",NA,NA,NA,NA,NA,NA,NA,"",1,"Salvelinus alpinus (L.)","Juvenile","Arctic charr","3D","ectotherm","3D","Daphnia longispina","Adult","Long-spined Daphnia","ectotherm","Freshwater","Laboratory",NA,"",NA,"",0.001,"cubic meter",1,"Individuals per arena","0","Yes","wet mass","1.8","grams","original","length",1.1,"millimeter","original","[110] Jansen P.A. A.G. Finstad and A. Langeland Size-scaling of zooplankton foraging in Arctic charr. Journal of Fish Biology 2003. 62(4): p. 860-870.","Fig 1",NA,NA,NA,NA,NA,-28.6042538957898,-32.1939080033074,-30.2399774641554,-29.0610539748323,-32.4441979730312,31,NA,NA,NA,NA,NA,0.121993703272329,0.440379837281105,1.00659217133181,0.416000743803446,0.876804703095137,-0.103647083838385,2.50818896020228e-05,0.207180198237626,2.48125671313418e-07,8.08282621506942e-05,0.00734411647221503,0.823305895902517,0.121993703272329,0.445644801186552,0.993258519028433,1.19184289967598,0.357876593617542,0.665530226193368,0.459838118237346,"Poly3_AIC","HollingII_AIC","HollingII_AIC",-1.02332332031308,0.816029152636307,0,"Phenomenological","HollingII_AIC","Poly3_AIC","Phenomenological","(0,15]","(0,15]"
"14",308,307,39848,"new","Resource Consumption Rate","The number of resource consumed per number of consumers per time",0.1147,"individual / (individual * second)",0.1147,"Salvelinus alpinus (Linnaeus 1758)","Daphnia longispina (O.F. Mller 1776)","Salvelinus alpinus (Linnaeus 1758) [juvenile]","Daphnia longispina (O.F. Mller 1776)","active","sphere","active","sphere",0.006,1.98e-08,"cubic meter",250,"Individuals per arena",0.2405,0.001,12,12,NA,"","No",NA,NA,NA,NA,NA,NA,NA,"",1,"Salvelinus alpinus (L.)","Juvenile","Arctic charr","3D","ectotherm","3D","Daphnia longispina","Adult","Long-spined Daphnia","ectotherm","Freshwater","Laboratory",NA,"",NA,"",0.001,"cubic meter",1,"Individuals per arena","0","Yes","wet mass","6","grams","original","length",1.1,"millimeter","original","[110] Jansen P.A. A.G. Finstad and A. Langeland Size-scaling of zooplankton foraging in Arctic charr. Journal of Fish Biology 2003. 62(4): p. 860-870.","Fig 1",NA,NA,NA,NA,NA,-5.88253057176187,-10.4581204332613,-8.72205847386433,-9.58489482029345,-7.82929400989246,25,NA,NA,NA,NA,NA,0.166634820810325,0.598612531599704,0.892974705675569,0.699548564018618,1.10038685340405,0.29654047629302,0.00107314825736139,0.0173964698965538,5.35058071187239e-05,0.00259818910253718,0.0460177871715316,0.655398018711629,0.166634820810325,5.30893762327218,0.0428568705935577,3.69934417246779,0.190187079157755,-1.87111953739077,0.655457900627622,"HollingII_AIC","HollingII_AIC","HollingII_AIC",-1.01437532496222,1.60745627754826,0,"Mechanistic","Poly2_AIC","HollingII_AIC","Mechanistic","(0,15]","(0,15]"
"15",333,332,39849,"new","Resource Consumption Rate","The number of resource consumed per number of consumers per time",0.0734,"individual / (individual * second)",0.0734,"Salvelinus alpinus (Linnaeus 1758)","Daphnia longispina (O.F. Mller 1776)","Salvelinus alpinus (Linnaeus 1758) [juvenile]","Daphnia longispina (O.F. Mller 1776)","active","sphere","active","sphere",0.009,1.98e-08,"cubic meter",250,"Individuals per arena",0.2443,0.001,12,12,NA,"","No",NA,NA,NA,NA,NA,NA,NA,"",1,"Salvelinus alpinus (L.)","Juvenile","Arctic charr","3D","ectotherm","3D","Daphnia longispina","Adult","Long-spined Daphnia","ectotherm","Freshwater","Laboratory",NA,"",NA,"",0.001,"cubic meter",1,"Individuals per arena","0","Yes","wet mass","9","grams","original","length",1.1,"millimeter","original","[110] Jansen P.A. A.G. Finstad and A. Langeland Size-scaling of zooplankton foraging in Arctic charr. Journal of Fish Biology 2003. 62(4): p. 860-870.","Fig 1",NA,NA,NA,NA,NA,-3.05387013985734,-11.4063140601106,-11.9153618312687,-14.1858818384856,-12.2764842756245,21,NA,NA,NA,NA,NA,0.127327295828431,0.817298729474698,1.21582252153442,1.50653444883943,1.59279106050264,1.10328945799973,0.000512616948191624,3.58083329007201e-05,0.00673510859985924,0.0134630308802571,0.222977047939559,0.296997090779161,0.127327295828431,29.2006008561502,1.0276886298797,27.2267051088046,0.700286005471936,-1.91780677065253,1.0272431636436,"Poly2_AIC","HollingII_AIC","HollingIII_AIC",-0.95119686928747,3.15777578528693,0,"Phenomenological","Poly3_AIC","Poly2_AIC","Phenomenological","(0,15]","(0,15]"
"16",354,353,39850,"new","Resource Consumption Rate","The number of resource consumed per number of consumers per time",0.3135,"individual / (individual * second)",0.3135,"Salvelinus alpinus (Linnaeus 1758)","Daphnia longispina (O.F. Mller 1776)","Salvelinus alpinus (Linnaeus 1758) [juvenile]","Daphnia longispina (O.F. Mller 1776)","active","sphere","active","sphere",0.014,1.98e-08,"cubic meter",250,"Individuals per arena",0.2471,0.001,12,12,NA,"","No",NA,NA,NA,NA,NA,NA,NA,"",1,"Salvelinus alpinus (L.)","Juvenile","Arctic charr","3D","ectotherm","3D","Daphnia longispina","Adult","Long-spined Daphnia","ectotherm","Freshwater","Laboratory",NA,"",NA,"",0.001,"cubic meter",1,"Individuals per arena","0","Yes","wet mass","14","grams","original","length",1.1,"millimeter","original","[110] Jansen P.A. A.G. Finstad and A. Langeland Size-scaling of zooplankton foraging in Arctic charr. Journal of Fish Biology 2003. 62(4): p. 860-870.","Fig 1",NA,NA,NA,NA,NA,-18.4622941716927,-22.7857772772188,-20.78592057507,-23.905069133278,-29.2946271008978,19,NA,NA,NA,NA,NA,0.122865448008372,0.551197631737197,1.2153250825914,0.55315650240258,1.22131480290434,0.00593608533360254,0.000538367498542208,0.112996291476129,0.000319615100184637,0.00434612988844732,0.0809852224936465,0.992031570056686,0.122865448008372,0.270356559604353,1.16317390291851,2.30238712556807,0.0891109980400878,1.58046281896532,0.585164633609211,"Poly3_AIC","HollingII_AIC","HollingII_AIC",-1.16439318188482,1.17626535255202,0,"Phenomenological","Poly2_AIC","Poly3_AIC","Phenomenological","(0,15]","(0,15]"
"17",373,457,39868,"new","Resource Consumption Rate","The number of resource consumed per number of consumers per time",3.25,"individual / (1 individual * 3 hrs)",0.000300926,"Notonecta maculata Fabricius 1794","Daphnia magna Straus 1820","Notonecta maculata Fabricius 1794 [instar 1]","Daphnia magna Straus 1820","sessile","sphere","active","sphere",1.1e-06,5.63e-08,"cubic meter",20000,"Individuals per arena",10,5e-04,20,20,NA,"","No",NA,NA,NA,NA,NA,NA,1.112372436,"SD",5,"Notonecta maculata","First instar","Backswimmer","3D","ectotherm","3D","Daphnia magna","Juvenile","Daphnia","ectotherm","Freshwater","Laboratory",10800,"seconds",61200,"seconds",5e-04,"cubic meter",1,"Individuals per arena","0","Yes","dry mass","0.42485","milligrams","From Authors","Length",1.4,"millimeter","original","[93] Gergs A. and H.T. Ratte Predicting functional response and size selectivity of juvenile Notonecta maculata foraging on Daphnia magna. Ecological Modelling 2009. 220(23): p. 3331-3341.","Fig 5",NA,NA,NA,NA,NA,-76.1197046829895,-84.0843387750396,-84.0469870514701,-84.2872539011432,-82.4208354598013,6,NA,NA,NA,NA,NA,8.033127332705e-06,5.23661636064818e-05,471.763110671323,9.83166177969376e-06,578.206421574421,0.575777426828519,0.00155623747116737,0.00524658736472216,0.0277948968026828,0.0184189008737155,0.622140204310048,0.412821279996364,8.033127332705e-06,1.05073413127872,1.3630487334753,0.0828883376375271,1.55621005220935,0.751219551099914,0.606997498009925,"Poly2_AIC","HollingII_AIC","HollingII_AIC",-0.638217569191331,1.78977242284837,0,"Phenomenological","HollingII_AIC","Poly2_AIC","Phenomenological","(15,25]","(15,25]"
"18",379,463,39869,"new","Resource Consumption Rate","The number of resource consumed per number of consumers per time",7.75,"individual / (1 individual * 3 hrs)",0.000717593,"Notonecta maculata Fabricius 1794","Daphnia magna Straus 1820","Notonecta maculata Fabricius 1794 [instar 2]","Daphnia magna Straus 1820","sessile","sphere","active","sphere",2.7e-06,5.63e-08,"cubic meter",20000,"Individuals per arena",10,5e-04,20,20,NA,"","No",NA,NA,NA,NA,NA,NA,1.5,"SD",5,"Notonecta maculata","Second instar","Backswimmer","3D","ectotherm","3D","Daphnia magna","Juvenile","Daphnia","ectotherm","Freshwater","Laboratory",10800,"seconds",61200,"seconds",5e-04,"cubic meter",1,"Individuals per arena","0","Yes","dry mass","1.0512","milligrams","From Authors","Length",1.4,"millimeter","original","[93] Gergs A. and H.T. Ratte Predicting functional response and size selectivity of juvenile Notonecta maculata foraging on Daphnia magna. Ecological Modelling 2009. 220(23): p. 3331-3341.","Fig 5",NA,NA,NA,NA,NA,-67.3195179309803,-72.5769448092451,-71.0039140333146,-69.0371303902385,-72.2460312206338,6,NA,NA,NA,NA,NA,2.2076918001885e-05,9.5251465337908e-05,173.14778790836,3.77424404720741e-05,209.600216168702,0.309959770264692,0.00499734025696177,0.0447262288972608,0.0111515523815073,0.0218731000765307,0.658004787932988,0.670722175874323,2.2076918001885e-05,2.06003172410285,0.367663860385738,0.238455830481116,0.101451026333643,0.832848469726741,0.660175588167686,"HollingII_AIC","HollingII_AIC","HollingII_AIC",-1.01039140607068,1.63031094660006,0,"Mechanistic","Poly3_AIC","HollingII_AIC","Mechanistic","(15,25]","(15,25]"
"19",385,469,39870,"new","Resource Consumption Rate","The number of resource consumed per number of consumers per time",6.666666667,"individual / (1 individual * 3 hrs)",0.000617284,"Notonecta maculata Fabricius 1794","Daphnia magna Straus 1820","Notonecta maculata Fabricius 1794 [instar 4]","Daphnia magna Straus 1820","sessile","sphere","active","sphere",2.16e-05,5.63e-08,"cubic meter",20000,"Individuals per arena",10,5e-04,20,20,NA,"","No",NA,NA,NA,NA,NA,NA,3.055050463,"SD",5,"Notonecta maculata","Fourth instar","Backswimmer","3D","ectotherm","3D","Daphnia magna","Juvenile","Daphnia","ectotherm","Freshwater","Laboratory",10800,"seconds",61200,"seconds",5e-04,"cubic meter",1,"Individuals per arena","0","Yes","dry mass","8.4923","milligrams","From Authors","Length",1.4,"millimeter","original","[93] Gergs A. and H.T. Ratte Predicting functional response and size selectivity of juvenile Notonecta maculata foraging on Daphnia magna. Ecological Modelling 2009. 220(23): p. 3331-3341.","Fig 5",NA,NA,NA,NA,NA,-79.7702199788767,-82.6139240105344,-84.9139458510612,-84.117946869627,-82.1691291202759,6,NA,NA,NA,NA,NA,2.72221613572102e-05,5.88989647680088e-05,104.932841293463,0.00013960147553044,15.8282480679574,-0.286011997736415,0.00260860671245567,0.844370977796409,0.000100493271788344,0.000740196424538566,0.116195854992153,0.172037588085355,2.72221613572102e-05,1.48178768863578,1.06052532066522,0.373529661867488,0.0323043685446732,2.52388701268309,0.160120107271508,"HollingIII_AIC","HollingII_AIC","HollingIII_AIC",-0.606252212279431,0.034228216806601,0,"Mechanistic","Poly2_AIC","Poly2_AIC","Phenomenological","(15,25]","(15,25]"
"20",391,475,39871,"new","Resource Consumption Rate","The number of resource consumed per number of consumers per time",8.6,"individual / (1 individual * 3 hrs)",0.000796296,"Notonecta maculata Fabricius 1794","Daphnia magna Straus 1820","Notonecta maculata Fabricius 1794 [instar 5]","Daphnia magna Straus 1820","sessile","sphere","active","sphere",5.84e-05,5.63e-08,"cubic meter",20000,"Individuals per arena",10,5e-04,20,20,NA,"","No",NA,NA,NA,NA,NA,NA,1.673320053,"SD",5,"Notonecta maculata","Fifth instar","Backswimmer","3D","ectotherm","3D","Daphnia magna","Juvenile","Daphnia","ectotherm","Freshwater","Laboratory",10800,"seconds",61200,"seconds",5e-04,"cubic meter",1,"Individuals per arena","0","Yes","dry mass","23.03375","milligrams","From Authors","Length",1.4,"millimeter","original","[93] Gergs A. and H.T. Ratte Predicting functional response and size selectivity of juvenile Notonecta maculata foraging on Daphnia magna. Ecological Modelling 2009. 220(23): p. 3331-3341.","Fig 5",NA,NA,NA,NA,NA,-65.5507277879884,-68.1484220941688,-66.1494218442954,-64.8524330578981,-73.4146046689943,6,NA,NA,NA,NA,NA,3.23157767200754e-05,9.61639252120766e-05,110.463376334407,0.000101282703016025,107.627436817839,-0.0177926151369369,0.0193152648085359,0.38552779786692,0.00488065247391497,0.0273170691210833,0.654219411337154,0.980203541011631,3.23157767200754e-05,1.01447251713669,0.253780468799158,0.112787239749858,1.46873102647215,-1.65200540143996,0.660589637437581,"Poly3_AIC","HollingII_AIC","HollingII_AIC",-1.3389718900121,1.30338665973823,0,"Phenomenological","HollingII_AIC","Poly3_AIC","Phenomenological","(15,25]","(15,25]"
"21",397,481,39873,"new","Resource Consumption Rate","The number of resource consumed per number of consumers per time",1.8,"individual / (1 individual * 3 hrs)",0.000166667,"Notonecta maculata Fabricius 1794","Daphnia magna Straus 1820","Notonecta maculata Fabricius 1794 [instar 1]","Daphnia magna Straus 1820","sessile","sphere","active","sphere",1.1e-06,1.63e-07,"cubic meter",20000,"Individuals per arena",10,5e-04,20,20,NA,"","No",NA,NA,NA,NA,NA,NA,1.303840481,"SD",5,"Notonecta maculata","First instar","Backswimmer","3D","ectotherm","3D","Daphnia magna","Adult","Daphnia","ectotherm","Freshwater","Laboratory",10800,"seconds",61200,"seconds",5e-04,"cubic meter",1,"Individuals per arena","0","Yes","dry mass","0.42485","milligrams","From Authors","Length",2.3,"millimeter","original","[93] Gergs A. and H.T. Ratte Predicting functional response and size selectivity of juvenile Notonecta maculata foraging on Daphnia magna. Ecological Modelling 2009. 220(23): p. 3331-3341.","Fig 5",NA,NA,NA,NA,NA,-89.5949774494171,-94.5717023563564,-92.7011201512987,-94.7894866390939,-94.3679029769818,6,NA,NA,NA,NA,NA,3.71068548539114e-06,1.9975449895641e-05,1014.38401713941,2.83442156761312e-05,899.953487867219,-0.124771235789084,0.00193691402926856,0.233005867469794,0.00865624466580957,0.0147799859917397,0.546002134071461,0.829876595169374,3.71068548539114e-06,1.03924416466929,0.650821815546712,0.359285467839467,0.799331294166074,1.0763637246564,0.532670768309821,"Poly2_AIC","HollingII_AIC","HollingII_AIC",-1.19011277240873,0.940570300830558,0,"Phenomenological","HollingII_AIC","Poly2_AIC","Phenomenological","(15,25]","(15,25]"
"22",403,487,39874,"new","Resource Consumption Rate","The number of resource consumed per number of consumers per time",5,"individual / (1 individual * 3 hrs)",0.000462963,"Notonecta maculata Fabricius 1794","Daphnia magna Straus 1820","Notonecta maculata Fabricius 1794 [instar 2]","Daphnia magna Straus 1820","sessile","sphere","active","sphere",2.7e-06,1.63e-07,"cubic meter",20000,"Individuals per arena",10,5e-04,20,20,NA,"","No",NA,NA,NA,NA,NA,NA,1.870828693,"SD",5,"Notonecta maculata","Second instar","Backswimmer","3D","ectotherm","3D","Daphnia magna","Adult","Daphnia","ectotherm","Freshwater","Laboratory",10800,"seconds",61200,"seconds",5e-04,"cubic meter",1,"Individuals per arena","0","Yes","dry mass","1.0512","milligrams","From Authors","Length",2.3,"millimeter","original","[93] Gergs A. and H.T. Ratte Predicting functional response and size selectivity of juvenile Notonecta maculata foraging on Daphnia magna. Ecological Modelling 2009. 220(23): p. 3331-3341.","Fig 5",NA,NA,NA,NA,NA,-77.0244607024358,-86.3058757323644,-85.0027744010066,-85.4760077931611,-83.7150684906613,6,NA,NA,NA,NA,NA,9.76716352497644e-06,5.4347755527459e-05,388.57866875498,2.63131700092056e-05,444.615020955638,0.24863981315318,0.000599818176787853,0.0131418945177878,0.0114135502195949,0.00556289898721606,0.487971863185809,0.599415148154295,9.76716352497644e-06,1.25275271040621,0.45197243156527,0.519893533473412,0.105804440416314,-1.29083237331361,0.424751505843895,"HollingII_AIC","HollingII_AIC","HollingII_AIC",-0.60086319853461,1.09814282484097,0,"Mechanistic","Poly2_AIC","HollingII_AIC","Mechanistic","(15,25]","(15,25]"
"23",409,493,39875,"new","Resource Consumption Rate","The number of resource consumed per number of consumers per time",10,"individual / (1 individual * 3 hrs)",0.000925926,"Notonecta maculata Fabricius 1794","Daphnia magna Straus 1820","Notonecta maculata Fabricius 1794 [instar 3]","Daphnia magna Straus 1820","sessile","sphere","active","sphere",8.82e-06,1.63e-07,"cubic meter",20000,"Individuals per arena",10,5e-04,20,20,NA,"","No",NA,NA,NA,NA,NA,NA,0,"SD",5,"Notonecta maculata","Third instar","Backswimmer","3D","ectotherm","3D","Daphnia magna","Adult","Daphnia","ectotherm","Freshwater","Laboratory",10800,"seconds",61200,"seconds",5e-04,"cubic meter",1,"Individuals per arena","0","Yes","dry mass","3.45255","milligrams","From Authors","Length",2.3,"millimeter","original","[93] Gergs A. and H.T. Ratte Predicting functional response and size selectivity of juvenile Notonecta maculata foraging on Daphnia magna. Ecological Modelling 2009. 220(23): p. 3331-3341.","Fig 5",NA,NA,NA,NA,NA,-71.392981997377,-73.5745342624586,-71.5801838879754,-69.6530828451878,-73.5269158215161,6,NA,NA,NA,NA,NA,1.25807247879359e-05,0.000160432523461702,290.809668163542,0.000194193813202332,279.551219551557,-0.0786822138837798,0.00140154635463728,0.128506381501875,0.0233832284541101,0.0505097034371909,0.681534426305323,0.933188978727601,1.25807247879359e-05,0.945612255475822,0.0557687301222017,0.548768454867816,1.05765707375027,-1.43306511174887,0.864129956755012,"HollingII_AIC","HollingII_AIC","HollingII_AIC",-1.8069421273938,1.64957769962624,0,"Mechanistic","Poly3_AIC","HollingII_AIC","Mechanistic","(15,25]","(15,25]"
"24",415,499,39876,"new","Resource Consumption Rate","The number of resource consumed per number of consumers per time",8.4,"individual / (1 individual * 3 hrs)",0.000777778,"Notonecta maculata Fabricius 1794","Daphnia magna Straus 1820","Notonecta maculata Fabricius 1794 [instar 4]","Daphnia magna Straus 1820","sessile","sphere","active","sphere",2.16e-05,1.63e-07,"cubic meter",20000,"Individuals per arena",10,5e-04,20,20,NA,"","No",NA,NA,NA,NA,NA,NA,1.816590212,"SD",5,"Notonecta maculata","Fourth instar","Backswimmer","3D","ectotherm","3D","Daphnia magna","Adult","Daphnia","ectotherm","Freshwater","Laboratory",10800,"seconds",61200,"seconds",5e-04,"cubic meter",1,"Individuals per arena","0","Yes","dry mass","8.4923","milligrams","From Authors","Length",2.3,"millimeter","original","[93] Gergs A. and H.T. Ratte Predicting functional response and size selectivity of juvenile Notonecta maculata foraging on Daphnia magna. Ecological Modelling 2009. 220(23): p. 3331-3341.","Fig 5",NA,NA,NA,NA,NA,-62.0093218316316,-68.2542378584764,-68.0993262292088,-67.9084383653766,-67.6467724159729,6,NA,NA,NA,NA,NA,2.82839418473138e-05,0.000127537669353435,135.161012093209,1.79185574836788e-05,176.086227064982,0.630465960437692,0.0064244826991664,0.0129711536154093,0.0213614427733399,0.0299955617732169,0.695737573435925,0.450439942326446,2.82839418473138e-05,0.220980970626476,1.4191807964878,1.12539621597364,1.15842726729914,-0.787969218567014,0.728455338661803,"HollingII_AIC","HollingII_AIC","HollingII_AIC",-0.826444716885914,2.0873766377613,0,"Mechanistic","HollingIII_AIC","HollingII_AIC","Mechanistic","(15,25]","(15,25]"
"25",421,505,39877,"new","Resource Consumption Rate","The number of resource consumed per number of consumers per time",8.6,"individual / (1 individual * 3 hrs)",0.000796296,"Notonecta maculata Fabricius 1794","Daphnia magna Straus 1820","Notonecta maculata Fabricius 1794 [instar 5]","Daphnia magna Straus 1820","sessile","sphere","active","sphere",5.84e-05,1.63e-07,"cubic meter",20000,"Individuals per arena",10,5e-04,20,20,NA,"","No",NA,NA,NA,NA,NA,NA,3.130495168,"SD",5,"Notonecta maculata","Fifth instar","Backswimmer","3D","ectotherm","3D","Daphnia magna","Adult","Daphnia","ectotherm","Freshwater","Laboratory",10800,"seconds",61200,"seconds",5e-04,"cubic meter",1,"Individuals per arena","0","Yes","dry mass","23.03375","milligrams","From Authors","Length",2.3,"millimeter","original","[93] Gergs A. and H.T. Ratte Predicting functional response and size selectivity of juvenile Notonecta maculata foraging on Daphnia magna. Ecological Modelling 2009. 220(23): p. 3331-3341.","Fig 5",NA,NA,NA,NA,NA,-62.4822604250468,-71.3607978719767,-73.684764996008,-72.4822951794826,-73.7763694402564,6,NA,NA,NA,NA,NA,3.30226581526861e-05,0.000128188067823941,114.913680183968,1.78038955174733e-05,155.009516623746,0.62826394513285,0.00243283565049433,0.00314680486229648,0.0111685662230602,0.00867473522447913,0.506423505535207,0.223046210101928,3.30226581526861e-05,0.709277192518586,0.990201429120432,0.548128237712536,1.16079796006189,0.951635785400867,0.410099226014466,"Poly3_AIC","HollingII_AIC","HollingIII_AIC",-0.191934506896082,1.44846239716178,0,"Phenomenological","HollingIII_AIC","Poly3_AIC","Phenomenological","(15,25]","(15,25]"
"26",427,511,39878,"new","Resource Consumption Rate","The number of resource consumed per number of consumers per time",0.8,"individual / (1 individual * 3 hrs)",7.41e-05,"Notonecta maculata Fabricius 1794","Daphnia magna Straus 1820","Notonecta maculata Fabricius 1794 [instar 1]","Daphnia magna Straus 1820","sessile","sphere","active","sphere",1.1e-06,2.74e-07,"cubic meter",20000,"Individuals per arena",10,5e-04,20,20,NA,"","No",NA,NA,NA,NA,NA,NA,0.447213595,"SD",5,"Notonecta maculata","First instar","Backswimmer","3D","ectotherm","3D","Daphnia magna","Adult","Daphnia","ectotherm","Freshwater","Laboratory",10800,"seconds",61200,"seconds",5e-04,"cubic meter",1,"Individuals per arena","0","Yes","dry mass","0.42485","milligrams","From Authors","Length",2.9,"millimeter","original","[93] Gergs A. and H.T. Ratte Predicting functional response and size selectivity of juvenile Notonecta maculata foraging on Daphnia magna. Ecological Modelling 2009. 220(23): p. 3331-3341.","Fig 5",NA,NA,NA,NA,NA,-92.6582238398769,-101.217587553598,-99.4149851529587,-99.6455053571089,-97.6752669165006,6,NA,NA,NA,NA,NA,3.25941244109331e-06,1.27527726205891e-05,1153.05352135201,9.06012120667449e-06,1272.33907998633,0.115136973230335,0.00123203540799178,0.0482301088900143,0.00553962207023405,0.00453441322955782,0.471221879049604,0.791899672692668,3.25941244109331e-06,0.071024392904152,1.1974241655725,0.73062118943826,1.47366899493258,0.0440672859549522,0.399387340162817,"HollingII_AIC","HollingII_AIC","HollingII_AIC",-0.683637707095299,0.913911653555969,0,"Mechanistic","Poly2_AIC","HollingII_AIC","Mechanistic","(15,25]","(15,25]"
