"","X","ID","DataType","ORIGINAL_TraitID","ORIGINAL_TraitDefinition","TraitValue","TraitUnit","N_TraitValue","ConTaxa","ResTaxa","ConTaxaStage","ResTaxaStage","Con_ForagingMovement","Con_RESDetectionDimensionality","Res_ForagingMovement","Res_CONDetectionDimensionality","CON_MASS_value","RES_MASS_value","ResArenaSize_SI_UNIT","ResDensity_SI_VALUE","ResDensityUnit","ResDensity","ResArenaSize_SI_VALUE","ConTemp","ResTemp","ResReplaceRate","ResReplaceUnit","ResReplace","TraitSIValue","TraitSIUnit","N_TraitID","N_TraitConversion","N_CONVERTED","N_TraitUnit","Original_ErrorValue","Original_ErrorValueUnit","Replicates","ConTaxon","ConStage","ConCommon","Con_MovementDimensionality","Con_Thermy","Res_MovementDimensionality","ResTaxon","ResStage","ResCommon","Res_Thermy","Habitat","LabField","ObservationtimeSI","ObservationtimeSIUnits","ConStarvationTimeSI","ConStarvationTimeSIUnits","ConArenaSiz_VALUE","ConArenaSize_UNIT","ConDensity","ConDensityUnit","ConDensity_SI_VALUE","ConDensityConst","ConSizType","CON_ORIGINAL_value","CON_ORIGINAL_unit","Con_Siz_reference","ResSizType","RES_ORIGINAL_value","RES_ORIGINAL_unit","Res_Siz_reference","Citation","FigureTable","a0","h0","Holling_AIC","Holling_gen_AIC","Poly_2_AIC","Poly_3_AIC","Holling_BIC","Holling_gen_BIC","Poly_2_BIC","Poly_3_BIC","BestAIC","BestBIC","q0"
"3010",3009,40053,"new","Resource Consumption Rate","The number of resource consumed per number of consumers per time",4,"Individual/(Individual*1 day)",4.63e-05,"Macrolophus pygmaeus (Rambur 1839)","Myzus persicae (Sulzer 1776)","Macrolophus pygmaeus (Rambur 1839) [adult]","Myzus persicae (Sulzer 1776) [instar 2]","active","surface","sessile","surface",1.63e-06,5.05e-08,"square meter",235.7851009,"Individuals per arena",4,0.0169646,25,25,NA,"","no",NA,NA,NA,NA,NA,NA,NA,"",1,"Macrolophus pygmaeus","Adult","Mirid bug","2D","ectotherm","2D","Myzus persicae Sulzer","Instar 2","Green peach aphid","ectotherm","Terrestrial","Laboratory",86400,"seconds",86400,"seconds",169.6460033,"square cm",1,"Individuals per arena","","yes","length","3.75","mm","from author","wet mass",0.0505,"milligram","original","Fantinou A. A. D. C. Perdikis P. D. Labropoulos and D. A. Maselou. 2009. Preference and consumption of Macrolophus pygmaeus preying on mixed instar assemblages of Myzus persicae. Biological Control 51:76-80.","from author","0.296303606710464","0.643069678714151",-1282.53917583345,-1166.36071479549,-1306.99617478345,-1311.73381814288,-1275.7936901073,-1157.3667338273,-1298.00219381525,-1300.49134193263,NA,NA,"-4.9642157042399"
"3080",3079,40054,"new","Resource Consumption Rate","The number of resource consumed per number of consumers per time",2,"Individual/(Individual*1 day)",2.31e-05,"Macrolophus pygmaeus (Rambur 1839)","Myzus persicae (Sulzer 1776)","Macrolophus pygmaeus (Rambur 1839) [adult]","Myzus persicae (Sulzer 1776) [instar 3]","active","surface","sessile","surface",1.63e-06,7.93e-08,"square meter",235.7851009,"Individuals per arena",4,0.0169646,25,25,NA,"","no",NA,NA,NA,NA,NA,NA,NA,"",1,"Macrolophus pygmaeus","Adult","Mirid bug","2D","ectotherm","2D","Myzus persicae Sulzer","Instar 3","Green peach aphid","ectotherm","Terrestrial","Laboratory",86400,"seconds",86400,"seconds",169.6460033,"square cm",1,"Individuals per arena","","yes","length","3.75","mm","from author","wet mass",0.0793,"milligram","original","Fantinou A. A. D. C. Perdikis P. D. Labropoulos and D. A. Maselou. 2009. Preference and consumption of Macrolophus pygmaeus preying on mixed instar assemblages of Myzus persicae. Biological Control 51:76-80.","from author","0.0341671302485693","0.302188782596246",-1250.92411598274,-1139.55991446465,-1252.81114321223,-1250.82679017963,-1244.1786302566,-1130.56593349645,-1243.81716224403,-1239.58431396938,NA,NA,"-4.20820331433788"
"3150",3149,40055,"new","Resource Consumption Rate","The number of resource consumed per number of consumers per time",3,"Individual/(Individual*1 day)",3.47e-05,"Macrolophus pygmaeus (Rambur 1839)","Myzus persicae (Sulzer 1776)","Macrolophus pygmaeus (Rambur 1839) [adult]","Myzus persicae (Sulzer 1776) [instar 4]","active","surface","sessile","surface",1.63e-06,1.29e-07,"square meter",235.7851009,"Individuals per arena",4,0.0169646,25,25,NA,"","no",NA,NA,NA,NA,NA,NA,NA,"",1,"Macrolophus pygmaeus","Adult","Mirid bug","2D","ectotherm","2D","Myzus persicae Sulzer","Instar 4","Green peach aphid","ectotherm","Terrestrial","Laboratory",86400,"seconds",86400,"seconds",169.6460033,"square cm",1,"Individuals per arena","","yes","length","3.75","mm","from author","wet mass",0.1293,"milligram","original","Fantinou A. A. D. C. Perdikis P. D. Labropoulos and D. A. Maselou. 2009. Preference and consumption of Macrolophus pygmaeus preying on mixed instar assemblages of Myzus persicae. Biological Control 51:76-80.","from author","0.125421721382383","1.04268210465687",-1318.04805144446,-1269.27768420071,-1316.0404607,-1317.53469355568,-1311.30256571831,-1260.28370323251,-1307.0464797318,-1306.29221734544,NA,NA,"-4.78051657322794"
"3220",3219,40056,"new","Resource Consumption Rate","The number of resource consumed per number of consumers per time",0.7,"Individual/(Individual*1 hour)",8.1e-06,"Cnemidophorus sexlineatus Linneaus 1766","Acheta domesticus (Linnaeus 1758)","Cnemidophorus sexlineatus Linneaus 1766 [adult]","Acheta domesticus (Linnaeus 1758)","active","surface","sessile","surface",0.004009078,1.25e-05,"square meter",0.25,"Individuals per square meter",0.25,2.5,40,40,NA,"","yes",NA,NA,NA,NA,NA,NA,0.3,"SE",26,"Cnemidophorus sexlineatus sexlineatus","Adult","Six-lined racerunner lizard","2D","ectotherm","2D","Acheta domesticus","","domestic cricket","ectotherm","Terrestrial","Laboratory",3600,"seconds",259200,"seconds",2.5,"square meter",1,"Individuals per arena","","yes","length","57.2","mm","original","length",12.5,"mm","original","Witz B. W. 1996. The functional response of Cnemidophorus sexlineatus: Laboratory versus field measurements. Journal of Herpetology 30:498-506.","table 1","0.187012400286986","0.0195923532450659",-98.2516011716907,-97.5346097719917,-99.0968101843904,-102.200863502631,-99.4232874343884,-99.0968581222553,-100.659058534654,-104.15367394046,NA,NA,"-2.26425488246605"
"3225",3224,40057,"new","Resource Consumption Rate","The number of resource consumed per number of consumers per time",1.3451,"Individual/(Individual*1 hour)",0.000373639,"Pomatomus saltatrix (Linnaeus 1766)","Morone saxatilis (Walbaum 1792)","Pomatomus saltatrix (Linnaeus 1766) [subadult]","Morone saxatilis (Walbaum 1792) [juvenile]","active","sphere","active","sphere",0.001757852,9.15e-05,"cubic meter",1.604586698,"Individuals per arena",4,2.492853771,20.5,20.5,NA,"","no",NA,NA,NA,NA,NA,NA,0.1273,"SE",4,"Pomatomus saltatrix (L.)","Subadult","Bluefish","3D","ectotherm","3D","Morone saxatilis (W.)","juvenile","striped bass","ectotherm","Marine","Laboratory",3600,"seconds",43200,"seconds",2.492853771,"cubic meter",3,"Individuals per arena","","yes","length","88.6","mm","original","length",29,"mm","original","Buckel J. A. and A. W. Stoner. 2000. Functional response and switching behavior of young-of-the-year piscivorous bluefish. Journal of Experimental Marine Biology and Ecology 245:25-41.","Fig 1","0.244349943861666","0.0996892242590509",-92.0300565858385,-64.5857105567949,-98.7391479273216,-96.9402185596489,-92.6547781781543,-65.4186726798827,-99.5721100504094,-97.9814212135086,NA,NA,"-4.8500907048583"
"3231",3230,40058,"new","Resource Consumption Rate","The number of resource consumed per number of consumers per time",0.825,"Individual/(Individual*1 hour)",0.000229167,"Pomatomus saltatrix (Linnaeus 1766)","Morone saxatilis (Walbaum 1792)","Pomatomus saltatrix (Linnaeus 1766) [subadult]","Morone saxatilis (Walbaum 1792) [juvenile]","active","sphere","active","sphere",0.013057127,0.00187698,"cubic meter",1.604586698,"Individuals per arena",4,2.492853771,20.5,20.5,NA,"","no",NA,NA,NA,NA,NA,NA,0.2711,"SE",4,"Pomatomus saltatrix (L.)","Subadult","Bluefish","3D","ectotherm","3D","Morone saxatilis (W.)","juvenile","striped bass","ectotherm","Marine","Laboratory",3600,"seconds",43200,"seconds",2.492853771,"cubic meter",3,"Individuals per arena","","yes","length","161.4","mm","original","length",58.2,"mm","original","Buckel J. A. and A. W. Stoner. 2000. Functional response and switching behavior of young-of-the-year piscivorous bluefish. Journal of Experimental Marine Biology and Ecology 245:25-41.","Fig 1","0.0275843440006344","0.23843459286548",-51.0540423529493,-48.4218600804449,-55.1667626489232,NA,-52.8951592695897,-50.8766826359654,-57.6215852044437,NA,NA,NA,"-3.4745537256822"
"3235",3234,40059,"new","Resource Consumption Rate","The number of resource consumed per number of consumers per time",0.3406,"Individual/(Individual*1 hour)",9.46e-05,"Pomatomus saltatrix (Linnaeus 1766)","Menidia menidia (Linnaeus 1766)","Pomatomus saltatrix (Linnaeus 1766) [subadult]","Menidia menidia (Linnaeus 1766) [juvenile]","active","sphere","active","sphere",0.001453152,0.00013525,"cubic meter",0.401146674,"Individuals per arena",1,2.492853771,20.5,20.5,NA,"","no",NA,NA,NA,NA,NA,NA,0.083,"SE",4,"Pomatomus saltatrix (L.)","Subadult","Bluefish","3D","ectotherm","3D","Menidia menidia (L.)","juvenile","Atlantic silverside","ectotherm","Marine","Laboratory",3600,"seconds",43200,"seconds",2.492853771,"cubic meter",3,"Individuals per arena","","yes","length","83.7","mm","original","length",30.4,"mm","original","Buckel J. A. and A. W. Stoner. 2000. Functional response and switching behavior of young-of-the-year piscivorous bluefish. Journal of Experimental Marine Biology and Ecology 245:25-41.","Fig 1","0.179525309837407","0.13252140353645",-137.131942181076,-137.733238107954,-134.90309040764,-138.238047790715,-136.540268449067,-136.944339798609,-134.114192098296,-137.251924904034,NA,NA,"1.24453784432262"
"3244",3243,40060,"new","Resource Consumption Rate","The number of resource consumed per number of consumers per time",0.8923,"Individual/(Individual*1 hour)",0.000247861,"Pomatomus saltatrix (Linnaeus 1766)","Menidia menidia (Linnaeus 1766)","Pomatomus saltatrix (Linnaeus 1766) [subadult]","Menidia menidia (Linnaeus 1766) [juvenile]","active","sphere","active","sphere",0.013519714,0.006600533,"cubic meter",1.604586698,"Individuals per arena",4,2.492853771,20.5,20.5,NA,"","no",NA,NA,NA,NA,NA,NA,0.2103,"SE",4,"Pomatomus saltatrix (L.)","Subadult","Bluefish","3D","ectotherm","3D","Menidia menidia (L.)","juvenile","Atlantic silverside","ectotherm","Marine","Laboratory",3600,"seconds",43200,"seconds",2.492853771,"cubic meter",3,"Individuals per arena","","yes","length","163.1","mm","original","length",57.6,"mm","original","Buckel J. A. and A. W. Stoner. 2000. Functional response and switching behavior of young-of-the-year piscivorous bluefish. Journal of Experimental Marine Biology and Ecology 245:25-41.","Fig 1","0.514286026247348","1.46879446021933",-76.152601041959,-74.7333072553036,-75.5562229799664,-76.7651907849487,-77.3242873046567,-76.2955556055672,-77.11847133023,-78.7180012227782,NA,NA,"-2.02613377943635"
"3249",3248,40061,"new","Resource Consumption Rate","The number of resource consumed per number of consumers per time",10.8875,"Individual/(Individual*1 day)",0.000126013,"Utricularia vulgaris Linnaeus 1753","Polyphemus pediculus (Linnaeus 1761)","Utricularia vulgaris Linnaeus 1753 [adult]","Polyphemus pediculus (Linnaeus 1761) [adult]","sessile","half-sphere","active","sphere",1.608e-05,6e-09,"cubic meter",80000,"Individuals per arena",10,0.000125,22,22,NA,"","no",NA,NA,NA,NA,NA,NA,0.588,"SE",8,"Utricularia vulgaris","sapling","common bladderwort","sessile","ectotherm","3D","Polyphemus pediculus","adult","cladoceran","ectotherm","Freshwater","Laboratory",86400,"seconds",345600,"seconds",125,"milliliter",1,"Individuals per arena","","yes","","","","","length",0.64,"mm","original","Harms S. and F. Johansson. 2000. The influence of prey behaviour on prey selection of the carnivorous plant Utricularia vulgaris. Hydrobiologia 427:113-120.","Fig 1a","0.974103187461391","1.07186605742681",-131.148445382196,-102.158782085893,-125.283317927381,-124.736895559834,-130.910120757157,-101.841015919173,-124.965551760662,-124.339687851435,NA,NA,"-4.00585971074179"
"3257",3256,40062,"new","Resource Consumption Rate","The number of resource consumed per number of consumers per time",5.0654,"Individual/(Individual*1 day)",5.86e-05,"Utricularia vulgaris Linnaeus 1753","Eucyclops serrulatus (Fischer 1851)","Utricularia vulgaris Linnaeus 1753 [adult]","Eucyclops serrulatus (Fischer 1851) [adult]","sessile","half-sphere","active","sphere",1.608e-05,4.46e-09,"cubic meter",80000,"Individuals per arena",10,0.000125,22,22,NA,"","no",NA,NA,NA,NA,NA,NA,0.6801,"SE",8,"Utricularia vulgaris","sapling","common bladderwort","sessile","ectotherm","3D","Eucyclops serrulatus","adult","cyclopoid copepod","ectotherm","Freshwater","Laboratory",86400,"seconds",345600,"seconds",125,"milliliter",1,"Individuals per arena","","yes","","","","","length",0.66,"mm","original","Harms S. and F. Johansson. 2000. The influence of prey behaviour on prey selection of the carnivorous plant Utricularia vulgaris. Hydrobiologia 427:113-120.","Fig 1b","0.137870235510309","0.96895146702495",-136.284896010071,-105.721646294421,-135.926207463216,-135.660969850539,-136.046571385032,-105.403880127701,-135.608441296497,-135.26376214214,NA,NA,"-3.45041948137805"
"3265",3264,40063,"new","Resource Consumption Rate","The number of resource consumed per number of consumers per time",22.9855,"Individual/(Individual*111 day)",2.4e-06,"Falco rusticolus Linnaeus 1758","Lagopus muta (Montin 1781)","Falco rusticolus Linnaeus 1758 [adult]","Lagopus muta (Montin 1781) [adult]","active","surface","active","half-sphere",1.50525,0.537,"square meter",4.4e-06,"Individuals per arena",13921.8311,3.161e+09,39,39,NA,"","yes",NA,NA,NA,NA,NA,NA,NA,"",NA,"Falco rusticolus L.","Adult","gyrfalcon ","3D","endotherm","3D","Lagopus mutus (Montin)","adult","ptarmigan","endotherm","Terrestrial","field",NA,"",NA,"",3161,"square km",NA,"","","no","wet mass","1505.25","g","original","wet mass",537,"g","original","Nielsen O. K. 1999. Gyrfalcon predation on ptarmigan: numerical and functional responses. Journal of Animal Ecology 68:1034-1050.","Fig 5","0.760555514544312","1.7323074606424",-413.485771971026,-375.265329530781,-448.542672880261,-446.981300960145,-410.986131938857,-371.932476154556,-445.209819504036,-442.815234239863,NA,NA,"-3.0401271674782"
"3282",3281,40064,"new","Resource Consumption Rate","The number of resource consumed per number of consumers per time",0.0748,"Individual/(Individual*1 hour)",2.08e-05,"Praunus flexuosus (Mller 1776)","Acartia spp.","Praunus flexuosus (Mller 1776) [adult]","Acartia spp. [adult]","active","sphere","active","sphere",8.43e-05,2.32e-08,"cubic meter",4300,"Individuals per liter",4.3,0.00115,13,13,NA,"","no",NA,NA,NA,NA,NA,NA,NA,"",1,"Praunus flexuosus","Adult","mysid shrimp ","3D","ectotherm","3D","Acartia sp.","adult","copepod","ectotherm","Marine","Laboratory",7200,"seconds",NA,"",1.15,"liter",1,"Individuals per arena","","yes","length","2.35","cm","original","",NA,"","","Viitasalo M. and M. Rautio. 1998. Zooplanktivory by Praunus flexuosus (Crustacea : Mysidacea): functional responses and prey selection in relation to prey escape responses. Marine Ecology-Progress Series 174:77-87.","Fig 1","1.59607515590876","1.50653171728918",-185.508242869445,-149.668597006939,-188.334491178367,-186.768528978815,-183.008602837276,-146.335743630714,-185.001637802142,-182.602462258534,NA,NA,"4.84165136003867"
"3299",3298,40065,"new","Resource Consumption Rate","The number of resource consumed per number of consumers per time",0.0241,"Individual/(Individual*1 hour)",6.69e-06,"Praunus flexuosus (Mller 1776)","Eurytemora affinis (Poppe 1880)","Praunus flexuosus (Mller 1776) [adult]","Eurytemora affinis (Poppe 1880) [adult - female]","active","sphere","active","sphere",8.43e-05,1.21e-05,"cubic meter",4300,"Individuals per liter",4.3,0.00115,13,13,NA,"","no",NA,NA,NA,NA,NA,NA,NA,"",1,"Praunus flexuosus","Adult","mysid shrimp ","3D","ectotherm","3D","Eurytemora affinis","Adult female","copepod","ectotherm","Marine","Laboratory",7200,"seconds",NA,"",1.15,"liter",1,"Individuals per arena","","yes","length","2.35","cm","original","",NA,"","","Viitasalo M. and M. Rautio. 1998. Zooplanktivory by Praunus flexuosus (Crustacea : Mysidacea): functional responses and prey selection in relation to prey escape responses. Marine Ecology-Progress Series 174:77-87.","Fig 1","0.332851254173641","1.66319262365142",-249.655768850147,-230.345516355591,-247.790893644276,-245.844464918196,-246.522201536977,-226.167426604697,-243.612803893383,-240.621852729579,NA,NA,"-4.467192532029"
"3320",3319,40066,"new","Resource Consumption Rate","The number of resource consumed per number of consumers per time",0.7328,"Individual/(Individual*1 hour)",0.000203556,"Praunus flexuosus (Mller 1776)","Pleopsis polyphemoides (Leuckart 1859)","Praunus flexuosus (Mller 1776) [adult]","Pleopsis polyphemoides (Leuckart 1859) [adult - female]","active","sphere","active","sphere",8.43e-05,3e-08,"cubic meter",13000,"Individuals per liter",13,0.00115,13,13,NA,"","no",NA,NA,NA,NA,NA,NA,NA,"",1,"Praunus flexuosus","Adult","mysid shrimp ","3D","ectotherm","3D","Pleopsis polyphemoides","Adult female","cladoceran","ectotherm","Marine","Laboratory",7200,"seconds",NA,"",1.15,"liter",1,"Individuals per arena","","yes","length","2.35","cm","original","",NA,"","","Viitasalo M. and M. Rautio. 1998. Zooplanktivory by Praunus flexuosus (Crustacea : Mysidacea): functional responses and prey selection in relation to prey escape responses. Marine Ecology-Progress Series 174:77-87.","Fig 1","0.628429177730464","0.434997783515194",-126.333362541203,-111.027702994351,-126.383415643419,-126.270089943678,-124.015596374484,-107.937348105391,-123.29306075446,-122.407146332479,NA,NA,"-2.49810081673786"
"3336",3335,40067,"new","Resource Consumption Rate","The number of resource consumed per number of consumers per time",0.9057,"Individual/(Individual*1 hour)",0.000251583,"Praunus flexuosus (Mller 1776)","Bosmina longispina Leydig 1860","Praunus flexuosus (Mller 1776) [adult]","Bosmina longispina Leydig 1860 [adult - female]","active","sphere","active","sphere",8.43e-05,3e-07,"cubic meter",13000,"Individuals per liter",13,0.00115,13,13,NA,"","no",NA,NA,NA,NA,NA,NA,NA,"",1,"Praunus flexuosus","Adult","mysid shrimp ","3D","ectotherm","3D","Bosmina longispina maritima","Adult female","cladoceran","ectotherm","Marine","Laboratory",7200,"seconds",NA,"",1.15,"liter",1,"Individuals per arena","","yes","length","2.35","cm","original","",NA,"","","Viitasalo M. and M. Rautio. 1998. Zooplanktivory by Praunus flexuosus (Crustacea : Mysidacea): functional responses and prey selection in relation to prey escape responses. Marine Ecology-Progress Series 174:77-87.","Fig 1","1.45307274045977","0.299117321991227",-197.513472428064,-158.190568103195,-195.609481430911,-193.94858294184,-193.85684495346,-153.315064803723,-190.733978131438,-187.854203817499,NA,NA,"3.95623988704756"
"3361",3360,40068,"new","Resource Consumption Rate","The number of resource consumed per number of consumers per time",13.4525,"Individual/(Individual*15 min)",0.014947222,"Sander vitreus (Mitchill 1818)","Daphnia spp.","Sander vitreus (Mitchill 1818) [juvenile]","Daphnia spp.","active","sphere","active","sphere",2.85e-05,4.64e-08,"cubic meter",500,"Individuals per liter",0.5,0.051,21,21,NA,"","no",NA,NA,NA,NA,NA,NA,2.8479,"SE",5,"Sander vitreus","Juvenile","walleye ","3D","ectotherm","3D","Daphnia spp.","Adult female","water flea","ectotherm","Freshwater","Laboratory",900,"seconds",86400,"seconds",51,"liter",1,"Individuals per arena","","yes","length","20","mm","original","length",1.64,"mm","original","Galarowicz T. L. and D. H. Wahl. 2005. Foraging by a young-of-the-year piscivore: the role of predator size prey type and density. Canadian Journal of Fisheries and Aquatic Sciences 62:2330-2342.","Fig 2","0.675638615793937","0.13827073515681",-40.0868433305927,-32.3326519083684,-52.6699233560664,-63.954499446323,-40.7115649229086,-33.1656140314562,-53.5028854791542,-64.9957021001827,NA,NA,"-4.60940241580829"
"3367",3366,40069,"new","Resource Consumption Rate","The number of resource consumed per number of consumers per time",23.0926,"Individual/(Individual*15 min)",0.025658444,"Sander vitreus (Mitchill 1818)","Daphnia spp.","Sander vitreus (Mitchill 1818) [juvenile]","Daphnia spp.","active","sphere","active","sphere",0.000101843,4.64e-08,"cubic meter",500,"Individuals per liter",0.5,0.051,21,21,NA,"","no",NA,NA,NA,NA,NA,NA,4.5865,"SE",5,"Sander vitreus","Juvenile","walleye ","3D","ectotherm","3D","Daphnia spp.","Adult female","water flea","ectotherm","Freshwater","Laboratory",900,"seconds",86400,"seconds",51,"liter",1,"Individuals per arena","","yes","length","30","mm","original","length",1.64,"mm","original","Galarowicz T. L. and D. H. Wahl. 2005. Foraging by a young-of-the-year piscivore: the role of predator size prey type and density. Canadian Journal of Fisheries and Aquatic Sciences 62:2330-2342.","Fig 2","1.42268119315995","0.545771363825247",-33.4256129278265,-21.3378220324801,-47.6637137873918,-46.8217465915189,-34.0503345201423,-22.1707841555679,-48.4966759104796,-47.8629492453787,NA,NA,"-4.68909053597599"
"3373",3372,40070,"new","Resource Consumption Rate","The number of resource consumed per number of consumers per time",30.0347,"Individual/(Individual*15 min)",0.033371889,"Sander vitreus (Mitchill 1818)","Daphnia spp.","Sander vitreus (Mitchill 1818) [juvenile]","Daphnia spp.","active","sphere","active","sphere",0.000373057,4.64e-08,"cubic meter",500,"Individuals per liter",0.5,0.051,21,21,NA,"","no",NA,NA,NA,NA,NA,NA,4.5865,"SE",5,"Sander vitreus","Juvenile","walleye ","3D","ectotherm","3D","Daphnia spp.","Adult female","water flea","ectotherm","Freshwater","Laboratory",900,"seconds",86400,"seconds",51,"liter",1,"Individuals per arena","","yes","length","40","mm","original","length",1.64,"mm","original","Galarowicz T. L. and D. H. Wahl. 2005. Foraging by a young-of-the-year piscivore: the role of predator size prey type and density. Canadian Journal of Fisheries and Aquatic Sciences 62:2330-2342.","Fig 2","1.31300171883474","0.454493491714829",-28.3964265636823,-13.3989480022209,-26.0163380487224,-30.5744424588018,-29.0211481559982,-14.2319101253087,-26.8493001718102,-31.6156451126615,NA,NA,"-4.45171033963561"
"3379",3378,40071,"new","Resource Consumption Rate","The number of resource consumed per number of consumers per time",34.1186,"Individual/(Individual*15 min)",0.037909556,"Sander vitreus (Mitchill 1818)","Daphnia spp.","Sander vitreus (Mitchill 1818) [juvenile]","Daphnia spp.","active","sphere","active","sphere",0.001016693,4.64e-08,"cubic meter",500,"Individuals per liter",0.5,0.051,21,21,NA,"","no",NA,NA,NA,NA,NA,NA,8.0577,"SE",5,"Sander vitreus","Juvenile","walleye ","3D","ectotherm","3D","Daphnia spp.","Adult female","water flea","ectotherm","Freshwater","Laboratory",900,"seconds",86400,"seconds",51,"liter",1,"Individuals per arena","","yes","length","50","mm","original","length",1.64,"mm","original","Galarowicz T. L. and D. H. Wahl. 2005. Foraging by a young-of-the-year piscivore: the role of predator size prey type and density. Canadian Journal of Fisheries and Aquatic Sciences 62:2330-2342.","Fig 2","0.0597903776871209","2.08885259677858",-27.3149163412016,-20.8555023594852,-22.3720116054793,-38.142742327741,-27.9396379335174,-21.6884644825729,-23.204973728567,-39.1839449816007,NA,NA,"4.65564870741218"
"3385",3384,40072,"new","Resource Consumption Rate","The number of resource consumed per number of consumers per time",29.7414,"Individual/(Individual*15 min)",0.033046,"Sander vitreus (Mitchill 1818)","Daphnia spp.","Sander vitreus (Mitchill 1818) [juvenile]","Daphnia spp.","active","sphere","active","sphere",0.002061589,4.64e-08,"cubic meter",500,"Individuals per liter",0.5,0.051,21,21,NA,"","no",NA,NA,NA,NA,NA,NA,5.9888,"SE",5,"Sander vitreus","Juvenile","walleye ","3D","ectotherm","3D","Daphnia spp.","Adult female","water flea","ectotherm","Freshwater","Laboratory",900,"seconds",86400,"seconds",51,"liter",1,"Individuals per arena","","yes","length","60","mm","original","length",1.64,"mm","original","Galarowicz T. L. and D. H. Wahl. 2005. Foraging by a young-of-the-year piscivore: the role of predator size prey type and density. Canadian Journal of Fisheries and Aquatic Sciences 62:2330-2342.","Fig 2","1.25684741216802","0.184671877012779",-26.7151169401305,-12.4135141844799,-27.9050068390021,-26.0118531330673,-27.3398385324464,-13.2464763075677,-28.7379689620899,-27.0530557869271,NA,NA,"-4.11015531979501"
"3391",3390,40073,"new","Resource Consumption Rate","The number of resource consumed per number of consumers per time",3.9117,"Individual/(Individual*15 min)",0.004346333,"Sander vitreus (Mitchill 1818)","Daphnia spp.","Sander vitreus (Mitchill 1818) [juvenile]","Daphnia spp.","active","sphere","active","sphere",0.00327787,4.64e-08,"cubic meter",500,"Individuals per liter",0.5,0.051,21,21,NA,"","no",NA,NA,NA,NA,NA,NA,5.2084,"SE",5,"Sander vitreus","Juvenile","walleye ","3D","ectotherm","3D","Daphnia spp.","Adult female","water flea","ectotherm","Freshwater","Laboratory",900,"seconds",86400,"seconds",51,"liter",1,"Individuals per arena","","yes","length","70","mm","original","length",1.64,"mm","original","Galarowicz T. L. and D. H. Wahl. 2005. Foraging by a young-of-the-year piscivore: the role of predator size prey type and density. Canadian Journal of Fisheries and Aquatic Sciences 62:2330-2342.","Fig 2","1.64435641069052","1.39442358114772",-25.2250260854382,-17.6745661973991,-19.3818481948806,-26.5502240748172,-25.849747677754,-18.5075283204869,-20.2148103179684,-27.5914267286769,NA,NA,"-3.97132434416562"
"3397",3396,40074,"new","Resource Consumption Rate","The number of resource consumed per number of consumers per time",24.4051,"Individual/(Individual*15 min)",0.027116778,"Sander vitreus (Mitchill 1818)","Daphnia spp.","Sander vitreus (Mitchill 1818) [juvenile]","Daphnia spp.","active","sphere","active","sphere",0.001249144,4.64e-08,"cubic meter",500,"Individuals per liter",0.5,0.051,21,21,NA,"","no",NA,NA,NA,NA,NA,NA,5.5855,"SE",5,"Sander vitreus","Juvenile","walleye ","3D","ectotherm","3D","Daphnia spp.","Adult female","water flea","ectotherm","Freshwater","Laboratory",900,"seconds",86400,"seconds",51,"liter",1,"Individuals per arena","","yes","length","80","mm","original","length",1.64,"mm","original","Galarowicz T. L. and D. H. Wahl. 2005. Foraging by a young-of-the-year piscivore: the role of predator size prey type and density. Canadian Journal of Fisheries and Aquatic Sciences 62:2330-2342.","Fig 2","1.32769444778146","0.127944624825556",-28.075286497473,-23.6805640869227,-26.090371601463,-30.3746562716978,-28.7000080897889,-24.5135262100105,-26.9233337245508,-31.4158589255576,NA,NA,"-4.50679684290662"
"3403",3402,40075,"new","Resource Consumption Rate","The number of resource consumed per number of consumers per time",9.7757,"Individual/(Individual*15 min)",0.010861889,"Sander vitreus (Mitchill 1818)","Daphnia spp.","Sander vitreus (Mitchill 1818) [juvenile]","Daphnia spp.","active","sphere","active","sphere",0.001852524,4.64e-08,"cubic meter",500,"Individuals per liter",0.5,0.051,21,21,NA,"","no",NA,NA,NA,NA,NA,NA,5.5855,"SE",5,"Sander vitreus","Juvenile","walleye ","3D","ectotherm","3D","Daphnia spp.","Adult female","water flea","ectotherm","Freshwater","Laboratory",900,"seconds",86400,"seconds",51,"liter",1,"Individuals per arena","","yes","length","90","mm","original","length",1.64,"mm","original","Galarowicz T. L. and D. H. Wahl. 2005. Foraging by a young-of-the-year piscivore: the role of predator size prey type and density. Canadian Journal of Fisheries and Aquatic Sciences 62:2330-2342.","Fig 2","0.484630364695697","0.594003807810545",-36.2300594927778,-23.5464350698335,-38.9773513014495,-37.5705479301513,-36.8547810850936,-24.3793971929212,-39.8103134245373,-38.611750584011,NA,NA,"-4.36094536213204"
